#REFERENCE 3 0.0000000 0.0000000
81	1.333101	10.625000	-1.084818	4.334573	
82	0.246401	11.875000	-1.004615	5.470841	
82	0.625000	11.515923	-1.016017	5.133840	
83	0.625000	11.515923	-1.016017	5.133840	
83	0.847826	11.250000	-1.030914	4.889511	
84	0.000000	12.106894	-1.003211	5.695626	
84	0.246401	11.875000	-1.004615	5.470841	
85	-5.000000	3.672035	2.293076	1.313145	
85	-5.011077	3.750000	2.253624	1.341371	
86	-5.011077	3.750000	2.253624	1.341371	
86	-5.078327	4.375000	1.943692	1.582457	
87	-5.078327	4.375000	1.943692	1.582457	
87	-5.121939	5.000000	1.638777	1.853472	
88	-4.375000	0.390069	3.660444	0.715880	
88	-4.428199	0.625000	3.599079	0.722445	
89	-4.375000	0.390069	3.660444	0.715880	
89	-4.288282	0.000000	3.739457	0.712789	
90	-4.428199	0.625000	3.599079	0.722445	
90	-4.576853	1.250000	3.387721	0.765148	
91	-4.576853	1.250000	3.387721	0.765148	
91	-4.715515	1.875000	3.132395	0.848903	
92	-4.715515	1.875000	3.132395	0.848903	
92	-4.835420	2.500000	2.851377	0.974273	
93	-4.835420	2.500000	2.851377	0.974273	
93	-4.933233	3.125000	2.556455	1.139027	
94	-5.000000	3.672035	2.293076	1.313145	
94	-4.933233	3.125000	2.556455	1.139027	
95	-5.000000	7.978333	0.318028	3.463802	
95	-4.982598	8.125000	0.259129	3.555417	
96	-4.982598	8.125000	0.259129	3.555417	
96	-4.881505	8.750000	0.019590	3.950586	
97	-4.881505	8.750000	0.019590	3.950586	
97	-4.744065	9.375000	-0.203908	4.356582	
98	-4.744065	9.375000	-0.203908	4.356582	
98	-4.563578	10.000000	-0.410481	4.771186	
99	-5.121939	5.000000	1.638777	1.853472	
99	-5.142330	5.625000	1.341347	2.151270	
100	-5.142330	5.625000	1.341347	2.151270	
100	-5.139464	6.250000	1.053295	2.472950	
101	-5.139464	6.250000	1.053295	2.472950	
101	-5.112644	6.875000	0.776172	2.815767	
102	-5.112644	6.875000	0.776172	2.815767	
102	-5.060409	7.500000	0.511276	3.177106	
103	-5.060409	7.500000	0.511276	3.177106	
103	-5.000000	7.978333	0.318028	3.463802	
104	-4.563578	10.000000	-0.410481	4.771186	
104	-4.375000	10.518483	-0.568353	5.120340	
105	-4.375000	10.518483	-0.568353	5.120340	
105	-4.331322	10.625000	-0.599216	5.192584	
106	-4.331322	10.625000	-0.599216	5.192584	
106	-4.025564	11.250000	-0.767753	5.616340	
107	-3.750000	11.701623	-0.876395	5.924404	
107	-3.607481	11.875000	-0.912946	6.036897	
